Names/Year,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
SR Waugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[514, 514]","[581, 1095]","[327, 1422]","[377, 1799]","[326, 2125]","[217, 2342]","[280, 2622]","[365, 2987]","[620, 3607]","[245, 3852]","[777, 4629]","[471, 5100]","[586, 5686]","[634, 6320]","[577, 6897]","[485, 7382]","[187, 7569]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shoaib Malik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[15, 15]","[36, 51]","[94, 145]","[369, 514]","[620, 1134]","[895, 2029]","[610, 2639]","[638, 3277]","[707, 3984]","[681, 4665]","[410, 5075]","[113, 5188]","[35, 5223]","[64, 5287]","[203, 5490]",0,"[607, 6097]","[313, 6410]","[516, 6926]","[358, 7284]","[242, 7526]"
A Ranatunga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[68, 68]","[145, 213]","[138, 351]","[283, 634]","[324, 958]","[342, 1300]","[340, 1640]","[237, 1877]","[565, 2442]","[152, 2594]","[360, 2954]","[572, 3526]","[840, 4366]","[452, 4818]","[607, 5425]","[815, 6240]","[796, 7036]","[420, 7456]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javed Miandad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[52, 52]","[47, 99]","[100, 199]","[57, 256]","[46, 302]","[47, 349]","[194, 543]","[501, 1044]","[293, 1337]","[475, 1812]","[721, 2533]","[632, 3165]","[1084, 4249]","[607, 4856]","[487, 5343]","[311, 5654]","[141, 5795]","[942, 6737]","[590, 7327]",0,0,"[54, 7381]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Younis Khan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[380, 380]","[270, 650]","[1173, 1823]","[685, 2508]","[400, 2908]","[273, 3181]","[615, 3796]","[617, 4413]","[865, 5278]","[420, 5698]","[215, 5913]","[744, 6657]","[225, 6882]","[132, 7014]","[163, 7177]","[72, 7249]",0,0,0,0
Saleem Malik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0]","[27, 27]","[149, 176]","[251, 427]","[107, 534]","[799, 1333]","[539, 1872]","[931, 2803]","[603, 3406]","[185, 3591]","[654, 4245]","[221, 4466]","[748, 5214]","[227, 5441]","[904, 6345]","[538, 6883]","[171, 7054]","[116, 7170]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ Astle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[414, 414]","[560, 974]","[647, 1621]","[891, 2512]","[569, 3081]","[845, 3926]","[735, 4661]","[619, 5280]","[260, 5540]","[490, 6030]","[428, 6458]","[586, 7044]","[46, 7090]",0,0,0,0,0,0,0,0,0,0,0,0
GC Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[743, 743]","[600, 1343]","[652, 1995]","[984, 2979]","[561, 3540]","[1079, 4619]","[492, 5111]","[502, 5613]","[328, 5941]","[419, 6360]","[338, 6698]","[291, 6989]",0,0,0,0,0,0
EJG Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[99, 99]","[450, 549]","[51, 600]","[507, 1107]","[691, 1798]","[443, 2241]","[364, 2605]","[560, 3165]","[560, 3725]","[967, 4692]","[328, 5020]","[781, 5801]","[756, 6557]","[420, 6977]"
WU Tharanga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[295, 295]","[1062, 1357]","[638, 1995]","[138, 2133]","[523, 2656]","[707, 3363]","[826, 4189]","[752, 4941]","[287, 5228]","[111, 5339]","[68, 5407]","[214, 5621]","[1011, 6632]","[304, 6936]","[15, 6951]"
MG Bevan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[432, 432]","[94, 526]","[760, 1286]","[728, 2014]","[959, 2973]","[949, 3922]","[881, 4803]","[581, 5384]","[466, 5850]","[784, 6634]","[278, 6912]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G Kirsten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[11, 11]","[610, 621]","[362, 983]","[1442, 2425]","[593, 3018]","[561, 3579]","[465, 4044]","[1467, 5511]","[638, 6149]","[463, 6612]","[186, 6798]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Flower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[374, 374]","[270, 644]","[225, 869]","[163, 1032]","[372, 1404]","[766, 2170]","[772, 2942]","[852, 3794]","[943, 4737]","[1060, 5797]","[657, 6454]","[332, 6786]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVA Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[112, 112]","[216, 328]","[20, 348]","[9, 357]","[526, 883]","[328, 1211]","[156, 1367]","[383, 1750]","[730, 2480]","[695, 3175]","[1231, 4406]","[333, 4739]","[890, 5629]","[321, 5950]","[492, 6442]","[59, 6501]","[220, 6721]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamim Iqbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[455, 455]","[807, 1262]","[602, 1864]","[776, 2640]","[475, 3115]","[347, 3462]","[240, 3702]","[269, 3971]","[742, 4713]","[407, 5120]","[646, 5766]","[684, 6450]","[186, 6636]"
GW Flower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[97, 97]","[256, 353]","[133, 486]","[138, 624]","[472, 1096]","[843, 1939]","[928, 2867]","[784, 3651]","[648, 4299]","[1116, 5415]","[394, 5809]","[468, 6277]","[259, 6536]",0,0,0,0,0,"[35, 6571]",0,0,0,0,0,0,0,0,0
Ijaz Ahmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[67, 67]","[322, 389]","[448, 837]","[309, 1146]","[448, 1594]","[83, 1677]","[73, 1750]",0,"[476, 2226]","[165, 2391]","[1281, 3672]","[1104, 4776]","[799, 5575]","[587, 6162]","[402, 6564]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR Border,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[200, 200]","[219, 419]","[454, 873]","[346, 1219]","[428, 1647]","[438, 2085]","[830, 2915]","[595, 3510]","[642, 4152]","[212, 4364]","[533, 4897]","[540, 5437]","[329, 5766]","[212, 5978]","[221, 6199]","[325, 6524]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MJ Guptill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[738, 738]","[363, 1101]","[650, 1751]","[400, 2151]","[406, 2557]","[396, 2953]","[1489, 4442]","[727, 5169]","[384, 5553]","[423, 5976]","[464, 6440]"
Mohammad Hafeez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[419, 419]",0,"[124, 543]","[255, 798]","[76, 874]",0,0,"[370, 1244]","[1075, 2319]","[476, 2795]","[1301, 4096]","[360, 4456]","[782, 5238]","[166, 5404]","[555, 5959]","[194, 6153]","[208, 6361]"
RB Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[46, 46]","[382, 428]","[701, 1129]","[539, 1668]","[456, 2124]","[593, 2717]","[813, 3530]","[341, 3871]","[658, 4529]","[553, 5082]","[435, 5517]","[124, 5641]","[246, 5887]","[361, 6248]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRM Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[402, 402]","[282, 684]","[807, 1491]","[299, 1790]","[139, 1929]","[590, 2519]","[723, 3242]","[743, 3985]","[127, 4112]","[302, 4414]","[411, 4825]","[433, 5258]",0,0,"[898, 6156]",0
ML Hayden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[102, 102]","[184, 286]",0,0,0,0,0,"[191, 477]","[311, 788]","[878, 1666]","[1037, 2703]","[946, 3649]","[482, 4131]","[103, 4234]","[1601, 5835]","[298, 6133]",0,0,0,0,0,0,0,0,0,0,0
BB McCullum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[103, 103]","[270, 373]","[244, 617]","[409, 1026]","[194, 1220]","[799, 2019]","[618, 2637]","[750, 3387]","[324, 3711]","[470, 4181]","[416, 4597]","[420, 5017]","[183, 5200]","[764, 5964]","[119, 6083]",0,0,0
DM Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[141, 141]","[340, 481]","[320, 801]","[937, 1738]","[590, 2328]","[716, 3044]","[1174, 4218]","[472, 4690]","[622, 5312]","[287, 5599]","[469, 6068]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC Boon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[39, 39]","[264, 303]","[768, 1071]","[656, 1727]","[582, 2309]","[327, 2636]","[417, 3053]","[326, 3379]","[798, 4177]","[417, 4594]","[1073, 5667]","[297, 5964]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JN Rhodes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[333, 333]","[363, 696]","[819, 1515]","[144, 1659]","[560, 2219]","[578, 2797]","[596, 3393]","[386, 3779]","[551, 4330]","[537, 4867]","[1066, 5933]","[2, 5935]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rameez Raja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[620, 620]","[397, 1017]","[837, 1854]","[419, 2273]","[567, 2840]","[423, 3263]","[240, 3503]","[865, 4368]","[547, 4915]",0,"[342, 5257]","[139, 5396]","[445, 5841]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RR Sarwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[20, 20]","[174, 194]","[878, 1072]","[479, 1551]","[791, 2342]","[419, 2761]","[963, 3724]","[375, 4099]","[401, 4500]","[407, 4907]","[191, 5098]","[546, 5644]",0,"[160, 5804]",0,0,0,0,0,0
CL Hooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[159, 159]","[489, 648]","[110, 758]","[158, 916]","[379, 1295]","[293, 1588]","[589, 2177]","[513, 2690]","[414, 3104]","[224, 3328]","[635, 3963]","[281, 4244]","[368, 4612]",0,"[534, 5146]","[516, 5662]","[99, 5761]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SR Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[236, 236]","[52, 288]","[28, 316]","[138, 454]","[280, 734]","[267, 1001]","[262, 1263]","[1013, 2276]","[771, 3047]","[1139, 4186]","[377, 4563]","[693, 5256]","[165, 5421]","[336, 5757]",0,0,0,0
Shakib Al Hasan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[361, 361]","[607, 968]","[408, 1376]","[671, 2047]","[787, 2834]","[564, 3398]","[237, 3635]","[53, 3688]","[289, 3977]","[421, 4398]","[252, 4650]","[430, 5080]","[497, 5577]","[140, 5717]"
SK Raina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[89, 89]","[500, 589]","[23, 612]","[680, 1292]","[605, 1897]","[631, 2528]","[722, 3250]","[492, 3742]","[770, 4512]","[539, 5051]","[517, 5568]",0,0,"[47, 5615]",0
MN Samuels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[19, 19]","[664, 683]","[404, 1087]","[325, 1412]",0,"[36, 1448]","[263, 1711]","[630, 2341]","[172, 2513]",0,0,"[460, 2973]","[482, 3455]","[447, 3902]","[303, 4205]","[601, 4806]","[374, 5180]","[61, 5241]","[365, 5606]",0
